video,words,glosses,spoken_language,signed_language,start,end,priority,person_id
68084,language,language,en,ase,0,0,7,27
66008,language,language,en,ase,0,0,8,3
32154,language,language,en,ase,0,0,9,43
68085,language,language,en,ase,0,0,10,2
32164,language,language,en,ase,0,0,11,6
32160,language,language,en,ase,0,0,12,24
32321,later,later,en,ase,0,0,0,17
32319,later,later,en,ase,0,0,1,18
32323,later,later,en,ase,0,0,2,17
32322,later,later,en,ase,0,0,3,17
32333,later,later,en,ase,0,0,4,1
32324,later,later,en,ase,0,0,5,28
66015,later,later,en,ase,0,0,6,46
66014,later,later,en,ase,0,0,7,3
32335,later,later,en,ase,0,0,8,6
32320,later,later,en,ase,0,0,9,43
32326,later,later,en,ase,0,0,10,9
32334,later,later,en,ase,0,0,11,6
32325,later,later,en,ase,0,0,12,27
34742,man,man,en,ase,0,0,0,1
34736,man,man,en,ase,0,0,1,17
34737,man,man,en,ase,0,0,2,28
34685,man,man,en,ase,0,0,3,18
66099,man,man,en,ase,0,0,4,45
66097,man,man,en,ase,0,0,5,39
66098,man,man,en,ase,0,0,6,45
34732,man,man,en,ase,0,0,7,43
69395,man,man,en,ase,0,0,8,42
34744,man,man,en,ase,0,0,9,6
34733,man,man,en,ase,0,0,10,4
34734,man,man,en,ase,0,0,11,4
34743,man,man,en,ase,0,0,12,6
34738,man,man,en,ase,0,0,13,38
51068,shirt,shirt,en,ase,0,0,0,1
51060,shirt,shirt,en,ase,0,0,1,21
51067,shirt,shirt,en,ase,0,0,2,1
51054,shirt,shirt,en,ase,0,0,3,18
51072,shirt,shirt,en,ase,0,0,4,6
51069,shirt,shirt,en,ase,0,0,5,6
51063,shirt,shirt,en,ase,0,0,6,11
51071,shirt,shirt,en,ase,0,0,7,6
51061,shirt,shirt,en,ase,0,0,8,24
51058,shirt,shirt,en,ase,0,0,9,4
51064,shirt,shirt,en,ase,0,0,10,11
51056,shirt,shirt,en,ase,0,0,11,50
51057,shirt,shirt,en,ase,0,0,12,4
51066,shirt,shirt,en,ase,0,0,13,11
51059,shirt,shirt,en,ase,0,0,14,4
55364,study,study,en,ase,0,0,0,0
55368,study,study,en,ase,0,0,1,11
55356,study,study,en,ase,0,0,2,18
66575,study,study,en,ase,0,0,3,39
55373,study,study,en,ase,0,0,4,6
55371,study,study,en,ase,0,0,5,6
55370,study,study,en,ase,0,0,6,6
55366,study,study,en,ase,0,0,7,7
55363,study,study,en,ase,0,0,8,20
68162,study,study,en,ase,0,0,9,2
55372,study,study,en,ase,0,0,10,6
55369,study,study,en,ase,0,0,11,11
55365,study,study,en,ase,0,0,12,24
55362,study,study,en,ase,0,0,13,50
55361,study,study,en,ase,0,0,14,48
56840,tall,tall,en,ase,0,0,0,21
56848,tall,tall,en,ase,0,0,1,1
56839,tall,tall,en,ase,0,0,2,21
56846,tall,tall,en,ase,0,0,3,1
56842,tall,tall,en,ase,0,0,4,0
56841,tall,tall,en,ase,0,0,5,9
66591,tall,tall,en,ase,0,0,6,17
56835,tall,tall,en,ase,0,0,7,18
66592,tall,tall,en,ase,0,0,8,36
56849,tall,tall,en,ase,0,0,9,6
56850,tall,tall,en,ase,0,0,10,6
56843,tall,tall,en,ase,0,0,11,24
56838,tall,tall,en,ase,0,0,12,4
56837,tall,tall,en,ase,0,0,13,29
56844,tall,tall,en,ase,0,0,14,38
63207,white,white,en,ase,0,0,0,1
63203,white,white,en,ase,0,0,1,9
63204,white,white,en,ase,0,0,2,9
63208,white,white,en,ase,0,0,3,1
68182,white,white,en,ase,0,0,4,2
63191,white,white,en,ase,0,0,5,18
63211,white,white,en,ase,0,0,6,6
63202,white,white,en,ase,0,0,7,20
69533,white,white,en,ase,0,0,8,5
63205,white,white,en,ase,0,0,9,24
63201,white,white,en,ase,0,0,10,4
63210,white,white,en,ase,0,0,11,32
63212,white,white,en,ase,0,0,12,6
70245,white,white,en,ase,0,0,13,-1
63200,white,white,en,ase,0,0,14,26
64090,wrong,wrong,en,ase,0,0,0,1
64086,wrong,wrong,en,ase,0,0,1,9
64091,wrong,wrong,en,ase,0,0,2,1
64093,wrong,wrong,en,ase,0,0,3,6
64082,wrong,wrong,en,ase,0,0,4,8
64085,wrong,wrong,en,ase,0,0,5,20
68189,wrong,wrong,en,ase,0,0,6,2
64095,wrong,wrong,en,ase,0,0,7,6
64088,wrong,wrong,en,ase,0,0,8,7
64094,wrong,wrong,en,ase,0,0,9,6
64087,wrong,wrong,en,ase,0,0,10,24
64092,wrong,wrong,en,ase,0,0,11,6
64084,wrong,wrong,en,ase,0,0,12,26
70296,wrong,wrong,en,ase,0,0,13,8
70132,wrong,wrong,en,ase,0,0,14,8
00633,accident,accident,en,ase,0,0,0,1
00618,accident,accident,en,ase,0,0,1,18
00627,accident,accident,en,ase,0,0,2,9
00625,accident,accident,en,ase,0,0,3,9
00628,accident,accident,en,ase,0,0,4,9
00634,accident,accident,en,ase,0,0,5,1
00626,accident,accident,en,ase,0,0,6,21
00632,accident,accident,en,ase,0,0,7,1
65009,accident,accident,en,ase,0,0,8,46
00631,accident,accident,en,ase,0,0,9,11
00635,accident,accident,en,ase,0,0,10,6
00623,accident,accident,en,ase,0,0,11,15
00624,accident,accident,en,ase,0,0,12,51
00629,accident,accident,en,ase,0,0,13,24
03005,apple,apple,en,ase,0,0,0,1
02997,apple,apple,en,ase,0,0,1,18
65084,apple,apple,en,ase,0,0,2,23
03002,apple,apple,en,ase,0,0,3,4
68003,apple,apple,en,ase,0,0,4,2
03006,apple,apple,en,ase,0,0,5,6
65085,apple,apple,en,ase,0,0,6,28
02999,apple,apple,en,ase,0,0,7,43
65086,apple,apple,en,ase,0,0,8,28
69213,apple,apple,en,ase,0,0,9,50
03001,apple,apple,en,ase,0,0,10,20
03000,apple,apple,en,ase,0,0,11,40
70309,apple,apple,en,ase,0,0,12,8
03003,apple,apple,en,ase,0,0,13,24
06334,bird,bird,en,ase,0,0,0,17
06333,bird,bird,en,ase,0,0,1,21
06340,bird,bird,en,ase,0,0,2,6
06331,bird,bird,en,ase,0,0,3,15
06337,bird,bird,en,ase,0,0,4,-1
65187,bird,bird,en,ase,0,0,5,3
06326,bird,bird,en,ase,0,0,6,18
69233,bird,bird,en,ase,0,0,7,12
06330,bird,bird,en,ase,0,0,8,48
06332,bird,bird,en,ase,0,0,9,4
70107,bird,bird,en,ase,0,0,10,8
06335,bird,bird,en,ase,0,0,11,7
06341,bird,bird,en,ase,0,0,12,33
06338,bird,bird,en,ase,0,0,13,6
09956,change,change,en,ase,0,0,0,0
09954,change,change,en,ase,0,0,1,0
09945,change,change,en,ase,0,0,2,18
09967,change,change,en,ase,0,0,3,1
09963,change,change,en,ase,0,0,4,1
09950,change,change,en,ase,0,0,5,15
09966,change,change,en,ase,0,0,6,1
09955,change,change,en,ase,0,0,7,13
09949,change,change,en,ase,0,0,8,52
09968,change,change,en,ase,0,0,9,6
09953,change,change,en,ase,0,0,10,20
09960,change,change,en,ase,0,0,11,24
09957,change,change,en,ase,0,0,12,7
70379,change,change,en,ase,0,0,13,8
11769,color,color,en,ase,0,0,0,17
11773,color,color,en,ase,0,0,1,1
68027,color,color,en,ase,0,0,2,13
11752,color,color,en,ase,0,0,3,18
11774,color,color,en,ase,0,0,4,33
11775,color,color,en,ase,0,0,5,33
11768,color,color,en,ase,0,0,6,20
11772,color,color,en,ase,0,0,7,1
11767,color,color,en,ase,0,0,8,4
11776,color,color,en,ase,0,0,9,6
11778,color,color,en,ase,0,0,10,6
11770,color,color,en,ase,0,0,11,7
11777,color,color,en,ase,0,0,12,32
69274,color,color,en,ase,0,0,13,42
13333,corn,corn,en,ase,0,0,0,1
13328,corn,corn,en,ase,0,0,1,21
13334,corn,corn,en,ase,0,0,2,1
13309,corn,corn,en,ase,0,0,3,8
65409,corn,corn,en,ase,0,0,4,46
13323,corn,corn,en,ase,0,0,5,43
65408,corn,corn,en,ase,0,0,6,37
13325,corn,corn,en,ase,0,0,7,25
69282,corn,corn,en,ase,0,0,8,2
13327,corn,corn,en,ase,0,0,9,17
13329,corn,corn,en,ase,0,0,10,7
13326,corn,corn,en,ase,0,0,11,17
13681,cow,cow,en,ase,0,0,0,18
13697,cow,cow,en,ase,0,0,1,0
13698,cow,cow,en,ase,0,0,2,0
13702,cow,cow,en,ase,0,0,3,1
13695,cow,cow,en,ase,0,0,4,23
13704,cow,cow,en,ase,0,0,5,6
13699,cow,cow,en,ase,0,0,6,7
13705,cow,cow,en,ase,0,0,7,6
69283,cow,cow,en,ase,0,0,8,5
13696,cow,cow,en,ase,0,0,9,4
13708,cow,cow,en,ase,0,0,10,6
13703,cow,cow,en,ase,0,0,11,1
13707,cow,cow,en,ase,0,0,12,12
14624,dance,dance,en,ase,0,0,0,9
14627,dance,dance,en,ase,0,0,1,1
14621,dance,dance,en,ase,0,0,2,18
14631,dance,dance,en,ase,0,0,3,6
65434,dance,dance,en,ase,0,0,4,30
14630,dance,dance,en,ase,0,0,5,6
14625,dance,dance,en,ase,0,0,6,7
14628,dance,dance,en,ase,0,0,7,6
14622,dance,dance,en,ase,0,0,8,15
14623,dance,dance,en,ase,0,0,9,20
70152,dance,dance,en,ase,0,0,10,8
68032,dance,dance,en,ase,0,0,11,2
14680,dark,dark,en,ase,0,0,0,1
14674,dark,dark,en,ase,0,0,1,17
14672,dark,dark,en,ase,0,0,2,17
14673,dark,dark,en,ase,0,0,3,17
14669,dark,dark,en,ase,0,0,4,18
14681,dark,dark,en,ase,0,0,5,1
65439,dark,dark,en,ase,0,0,6,3
65440,dark,dark,en,ase,0,0,7,3
69290,dark,dark,en,ase,0,0,8,42
14675,dark,dark,en,ase,0,0,9,-1
14676,dark,dark,en,ase,0,0,10,7
14671,dark,dark,en,ase,0,0,11,23
14682,dark,dark,en,ase,0,0,12,6
17019,doctor,doctor,en,ase,0,0,0,11
65503,doctor,doctor,en,ase,0,0,1,28
65504,doctor,doctor,en,ase,0,0,2,28
17007,doctor,doctor,en,ase,0,0,3,18
17020,doctor,doctor,en,ase,0,0,4,11
17023,doctor,doctor,en,ase,0,0,5,6
17013,doctor,doctor,en,ase,0,0,6,43
17017,doctor,doctor,en,ase,0,0,7,14
70049,doctor,doctor,en,ase,0,0,8,8
17014,doctor,doctor,en,ase,0,0,9,4
17022,doctor,doctor,en,ase,0,0,10,6
17016,doctor,doctor,en,ase,0,0,11,31
17015,doctor,doctor,en,ase,0,0,12,4
18329,eat,eat,en,ase,0,0,0,1
18331,eat,eat,en,ase,0,0,1,12
18316,eat,eat,en,ase,0,0,2,18
69307,eat,eat,en,ase,0,0,3,5
65601,eat,eat,en,ase,0,0,4,3
18324,eat,eat,en,ase,0,0,5,4
18332,eat,eat,en,ase,0,0,6,6
18325,eat,eat,en,ase,0,0,7,14
68044,eat,eat,en,ase,0,0,8,2
18323,eat,eat,en,ase,0,0,9,25
19260,enjoy,enjoy,en,ase,0,0,0,28
19259,enjoy,enjoy,en,ase,0,0,1,17
19258,enjoy,enjoy,en,ase,0,0,2,20
19264,enjoy,enjoy,en,ase,0,0,3,1
19257,enjoy,enjoy,en,ase,0,0,4,43
65635,enjoy,enjoy,en,ase,0,0,5,3
19255,enjoy,enjoy,en,ase,0,0,6,18
19266,enjoy,enjoy,en,ase,0,0,7,6
68046,enjoy,enjoy,en,ase,0,0,8,41
19261,enjoy,enjoy,en,ase,0,0,9,14
19267,enjoy,enjoy,en,ase,0,0,10,6
70051,enjoy,enjoy,en,ase,0,0,11,8
22953,forget,forget,en,ase,0,0,0,17
22960,forget,forget,en,ase,0,0,1,1
65761,forget,forget,en,ase,0,0,2,10
22954,forget,forget,en,ase,0,0,3,17
68054,forget,forget,en,ase,0,0,4,2
22961,forget,forget,en,ase,0,0,5,6
22952,forget,forget,en,ase,0,0,6,20
22955,forget,forget,en,ase,0,0,7,7
22963,forget,forget,en,ase,0,0,8,6
68053,forget,forget,en,ase,0,0,9,2
22964,forget,forget,en,ase,0,0,10,-1
22962,forget,forget,en,ase,0,0,11,6
22965,forget,forget,en,ase,0,0,12,6
70376,forget,forget,en,ase,0,0,13,8
24639,give,give,en,ase,0,0,0,16
24651,give,give,en,ase,0,0,1,1
24638,give,give,en,ase,0,0,2,16
24640,give,give,en,ase,0,0,3,0
24648,give,give,en,ase,0,0,4,1
24641,give,give,en,ase,0,0,5,14
24657,give,give,en,ase,0,0,6,6
24655,give,give,en,ase,0,0,7,6
24658,give,give,en,ase,0,0,8,6
24649,give,give,en,ase,0,0,9,11
24652,give,give,en,ase,0,0,10,6
69343,give,give,en,ase,0,0,11,12
24636,give,give,en,ase,0,0,12,23
32248,last,last,en,ase,0,0,0,17
32255,last,last,en,ase,0,0,1,1
32253,last,last,en,ase,0,0,2,1
32254,last,last,en,ase,0,0,3,1
68086,last,last,en,ase,0,0,4,2
32257,last,last,en,ase,0,0,5,1
66010,last,last,en,ase,0,0,6,3
32250,last,last,en,ase,0,0,7,7
32258,last,last,en,ase,0,0,8,6
32249,last,last,en,ase,0,0,9,24
32246,last,last,en,ase,0,0,10,15
35506,meet,meet,en,ase,0,0,0,18
35517,meet,meet,en,ase,0,0,1,1
35518,meet,meet,en,ase,0,0,2,1
35516,meet,meet,en,ase,0,0,3,1
35511,meet,meet,en,ase,0,0,4,0
35512,meet,meet,en,ase,0,0,5,34
68099,meet,meet,en,ase,0,0,6,13
35521,meet,meet,en,ase,0,0,7,6
35520,meet,meet,en,ase,0,0,8,6
66112,meet,meet,en,ase,0,0,9,45
35509,meet,meet,en,ase,0,0,10,19
35513,meet,meet,en,ase,0,0,11,24
35519,meet,meet,en,ase,0,0,12,32
42832,pink,pink,en,ase,0,0,0,17
42831,pink,pink,en,ase,0,0,1,17
68132,pink,pink,en,ase,0,0,2,2
42836,pink,pink,en,ase,0,0,3,11
66296,pink,pink,en,ase,0,0,4,29
69430,pink,pink,en,ase,0,0,5,5
42827,pink,pink,en,ase,0,0,6,18
42830,pink,pink,en,ase,0,0,7,20
42838,pink,pink,en,ase,0,0,8,6
42829,pink,pink,en,ase,0,0,9,9
42833,pink,pink,en,ase,0,0,10,24
42840,pink,pink,en,ase,0,0,11,32
70246,pink,pink,en,ase,0,0,12,8
42960,pizza,pizza,en,ase,0,0,0,21
42969,pizza,pizza,en,ase,0,0,1,-1
42961,pizza,pizza,en,ase,0,0,2,21
42967,pizza,pizza,en,ase,0,0,3,1
42953,pizza,pizza,en,ase,0,0,4,18
66297,pizza,pizza,en,ase,0,0,5,29
42971,pizza,pizza,en,ase,0,0,6,-1
42956,pizza,pizza,en,ase,0,0,7,43
42974,pizza,pizza,en,ase,0,0,8,6
42958,pizza,pizza,en,ase,0,0,9,20
69431,pizza,pizza,en,ase,0,0,10,53
42966,pizza,pizza,en,ase,0,0,11,1
42962,pizza,pizza,en,ase,0,0,12,24
42972,pizza,pizza,en,ase,0,0,13,6
42959,pizza,pizza,en,ase,0,0,14,20
43168,play,play,en,ase,0,0,0,16
43173,play,play,en,ase,0,0,1,1
43169,play,play,en,ase,0,0,2,13
68133,play,play,en,ase,0,0,3,2
43167,play,play,en,ase,0,0,4,4
69433,play,play,en,ase,0,0,5,5
43175,play,play,en,ase,0,0,6,6
43174,play,play,en,ase,0,0,7,1
43170,play,play,en,ase,0,0,8,24
43166,play,play,en,ase,0,0,9,15
43171,play,play,en,ase,0,0,10,24
49602,school,school,en,ase,0,0,0,1
49597,school,school,en,ase,0,0,1,21
49577,school,school,en,ase,0,0,2,18
49598,school,school,en,ase,0,0,3,22
49600,school,school,en,ase,0,0,4,7
49596,school,school,en,ase,0,0,5,4
69455,school,school,en,ase,0,0,6,5
49603,school,school,en,ase,0,0,7,6
49599,school,school,en,ase,0,0,8,24
68145,school,school,en,ase,0,0,9,2
49595,school,school,en,ase,0,0,10,50
70207,school,school,en,ase,0,0,11,8
50044,secretary,secretary,en,ase,0,0,0,1
50046,secretary,secretary,en,ase,0,0,1,1
50039,secretary,secretary,en,ase,0,0,2,0
50040,secretary,secretary,en,ase,0,0,3,0
66441,secretary,secretary,en,ase,0,0,4,11
50036,secretary,secretary,en,ase,0,0,5,18
50049,secretary,secretary,en,ase,0,0,6,6
50050,secretary,secretary,en,ase,0,0,7,6
50047,secretary,secretary,en,ase,0,0,8,6
50045,secretary,secretary,en,ase,0,0,9,1
50048,secretary,secretary,en,ase,0,0,10,6
50038,secretary,secretary,en,ase,0,0,11,4
50041,secretary,secretary,en,ase,0,0,12,24
50037,secretary,secretary,en,ase,0,0,13,54
51224,short,short,en,ase,0,0,0,21
51223,short,short,en,ase,0,0,1,21
51232,short,short,en,ase,0,0,2,1
66469,short,short,en,ase,0,0,3,11
51233,short,short,en,ase,0,0,4,1
51206,short,short,en,ase,0,0,5,18
51231,short,short,en,ase,0,0,6,11
51220,short,short,en,ase,0,0,7,25
51226,short,short,en,ase,0,0,8,24
51225,short,short,en,ase,0,0,9,7
51221,short,short,en,ase,0,0,10,4
51227,short,short,en,ase,0,0,11,38
70355,short,short,en,ase,0,0,12,8
58503,time,time,en,ase,0,0,0,1
58502,time,time,en,ase,0,0,1,11
69511,time,time,en,ase,0,0,2,5
58488,time,time,en,ase,0,0,3,18
58498,time,time,en,ase,0,0,4,13
66644,time,time,en,ase,0,0,5,47
58499,time,time,en,ase,0,0,6,11
68171,time,time,en,ase,0,0,7,2
70356,time,time,en,ase,0,0,8,-1
58497,time,time,en,ase,0,0,9,4
58504,time,time,en,ase,0,0,10,6
62250,want,want,en,ase,0,0,0,1
62247,want,want,en,ase,0,0,1,17
62251,want,want,en,ase,0,0,2,1
62241,want,want,en,ase,0,0,3,18
62248,want,want,en,ase,0,0,4,24
69524,want,want,en,ase,0,0,5,5
62245,want,want,en,ase,0,0,6,20
68178,want,want,en,ase,0,0,7,41
62246,want,want,en,ase,0,0,8,4
62253,want,want,en,ase,0,0,9,6
62254,want,want,en,ase,0,0,10,6
62244,want,want,en,ase,0,0,11,9
63795,work,work,en,ase,0,0,0,1
63791,work,work,en,ase,0,0,1,17
63769,work,work,en,ase,0,0,2,18
63799,work,work,en,ase,0,0,3,1
63792,work,work,en,ase,0,0,4,34
66804,work,work,en,ase,0,0,5,23
63789,work,work,en,ase,0,0,6,15
63801,work,work,en,ase,0,0,7,6
63793,work,work,en,ase,0,0,8,24
63790,work,work,en,ase,0,0,9,4
63803,work,work,en,ase,0,0,10,6
63788,work,work,en,ase,0,0,11,8
01387,africa,africa,en,ase,0,0,0,9
01386,africa,africa,en,ase,0,0,1,9
01382,africa,africa,en,ase,0,0,2,18
01391,africa,africa,en,ase,0,0,3,-1
01385,africa,africa,en,ase,0,0,4,9
01384,africa,africa,en,ase,0,0,5,20
65029,africa,africa,en,ase,0,0,6,3
01393,africa,africa,en,ase,0,0,7,6
01392,africa,africa,en,ase,0,0,8,6
01395,africa,africa,en,ase,0,0,9,6
01394,africa,africa,en,ase,0,0,10,6
01388,africa,africa,en,ase,0,0,11,24
01383,africa,africa,en,ase,0,0,12,23
05232,basketball,basketball,en,ase,0,0,0,0
05231,basketball,basketball,en,ase,0,0,1,0
05238,basketball,basketball,en,ase,0,0,2,11
65145,basketball,basketball,en,ase,0,0,3,46
05239,basketball,basketball,en,ase,0,0,4,1
05227,basketball,basketball,en,ase,0,0,5,18
65144,basketball,basketball,en,ase,0,0,6,40
05229,basketball,basketball,en,ase,0,0,7,43
05241,basketball,basketball,en,ase,0,0,8,6
69225,basketball,basketball,en,ase,0,0,9,55
05234,basketball,basketball,en,ase,0,0,10,11
05230,basketball,basketball,en,ase,0,0,11,4
05233,basketball,basketball,en,ase,0,0,12,31
06355,birthday,birthday,en,ase,0,0,0,18
06359,birthday,birthday,en,ase,0,0,1,20
65192,birthday,birthday,en,ase,0,0,2,3
06363,birthday,birthday,en,ase,0,0,3,1
06365,birthday,birthday,en,ase,0,0,4,1
06360,birthday,birthday,en,ase,0,0,5,7
06368,birthday,birthday,en,ase,0,0,6,33
06369,birthday,birthday,en,ase,0,0,7,6
06367,birthday,birthday,en,ase,0,0,8,6
06366,birthday,birthday,en,ase,0,0,9,6
70359,birthday,birthday,en,ase,0,0,10,8
70357,birthday,birthday,en,ase,0,0,11,-1
07966,brown,brown,en,ase,0,0,0,1
07957,brown,brown,en,ase,0,0,1,18
07962,brown,brown,en,ase,0,0,2,17
65263,brown,brown,en,ase,0,0,3,3
69252,brown,brown,en,ase,0,0,4,5
07968,brown,brown,en,ase,0,0,5,6
07960,brown,brown,en,ase,0,0,6,0
07961,brown,brown,en,ase,0,0,7,4
07963,brown,brown,en,ase,0,0,8,7
07971,brown,brown,en,ase,0,0,9,6
70242,brown,brown,en,ase,0,0,10,8
07967,brown,brown,en,ase,0,0,11,32
08425,but,but,en,ase,0,0,0,17
08431,but,but,en,ase,0,0,1,1
08421,but,but,en,ase,0,0,2,18
08429,but,but,en,ase,0,0,3,11
68016,but,but,en,ase,0,0,4,2
65278,but,but,en,ase,0,0,5,3
08424,but,but,en,ase,0,0,6,15
08434,but,but,en,ase,0,0,7,6
08435,but,but,en,ase,0,0,8,6
08432,but,but,en,ase,0,0,9,6
08433,but,but,en,ase,0,0,10,-1
08426,but,but,en,ase,0,0,11,7
10148,cheat,cheat,en,ase,0,0,0,17
10151,cheat,cheat,en,ase,0,0,1,17
10149,cheat,cheat,en,ase,0,0,2,17
10158,cheat,cheat,en,ase,0,0,3,1
10146,cheat,cheat,en,ase,0,0,4,18
10157,cheat,cheat,en,ase,0,0,5,1
10159,cheat,cheat,en,ase,0,0,6,1
65342,cheat,cheat,en,ase,0,0,7,10
10147,cheat,cheat,en,ase,0,0,8,15
65341,cheat,cheat,en,ase,0,0,9,30
10161,cheat,cheat,en,ase,0,0,10,6
10160,cheat,cheat,en,ase,0,0,11,6
10894,city,city,en,ase,0,0,0,17
10898,city,city,en,ase,0,0,1,1
10900,city,city,en,ase,0,0,2,6
10888,city,city,en,ase,0,0,3,18
10899,city,city,en,ase,0,0,4,6
10893,city,city,en,ase,0,0,5,26
65362,city,city,en,ase,0,0,6,3
10901,city,city,en,ase,0,0,7,6
65363,city,city,en,ase,0,0,8,56
69269,city,city,en,ase,0,0,9,12
10902,city,city,en,ase,0,0,10,6
10895,city,city,en,ase,0,0,11,7
10892,city,city,en,ase,0,0,12,11
13157,cook,cook,en,ase,0,0,0,9
13160,cook,cook,en,ase,0,0,1,1
13154,cook,cook,en,ase,0,0,2,18
13161,cook,cook,en,ase,0,0,3,1
13162,cook,cook,en,ase,0,0,4,6
68029,cook,cook,en,ase,0,0,5,2
13164,cook,cook,en,ase,0,0,6,6
13165,cook,cook,en,ase,0,0,7,6
13158,cook,cook,en,ase,0,0,8,7
70030,cook,cook,en,ase,0,0,9,8
13156,cook,cook,en,ase,0,0,10,4
13155,cook,cook,en,ase,0,0,11,25
15034,decide,decide,en,ase,0,0,0,21
15037,decide,decide,en,ase,0,0,1,11
15038,decide,decide,en,ase,0,0,2,1
15033,decide,decide,en,ase,0,0,3,57
65449,decide,decide,en,ase,0,0,4,30
15031,decide,decide,en,ase,0,0,5,18
65450,decide,decide,en,ase,0,0,6,30
15032,decide,decide,en,ase,0,0,7,0
15035,decide,decide,en,ase,0,0,8,7
15041,decide,decide,en,ase,0,0,9,6
15039,decide,decide,en,ase,0,0,10,6
15040,decide,decide,en,ase,0,0,11,6
70119,decide,decide,en,ase,0,0,12,8
23768,full,full,en,ase,0,0,0,0
23776,full,full,en,ase,0,0,1,1
65792,full,full,en,ase,0,0,2,10
23775,full,full,en,ase,0,0,3,11
23774,full,full,en,ase,0,0,4,11
23778,full,full,en,ase,0,0,5,6
23777,full,full,en,ase,0,0,6,6
23766,full,full,en,ase,0,0,7,40
23779,full,full,en,ase,0,0,8,6
23771,full,full,en,ase,0,0,9,14
23767,full,full,en,ase,0,0,10,20
23769,full,full,en,ase,0,0,11,13
70029,full,full,en,ase,0,0,12,8
28210,how,how,en,ase,0,0,0,1
28211,how,how,en,ase,0,0,1,1
28187,how,how,en,ase,0,0,2,18
28205,how,how,en,ase,0,0,3,14
28201,how,how,en,ase,0,0,4,43
28212,how,how,en,ase,0,0,5,6
28202,how,how,en,ase,0,0,6,4
28203,how,how,en,ase,0,0,7,4
69370,how,how,en,ase,0,0,8,12
28204,how,how,en,ase,0,0,9,22
70295,how,how,en,ase,0,0,10,8
30833,jacket,jacket,en,ase,0,0,0,0
30830,jacket,jacket,en,ase,0,0,1,18
30840,jacket,jacket,en,ase,0,0,2,11
30834,jacket,jacket,en,ase,0,0,3,21
68079,jacket,jacket,en,ase,0,0,4,2
30831,jacket,jacket,en,ase,0,0,5,43
30835,jacket,jacket,en,ase,0,0,6,7
30832,jacket,jacket,en,ase,0,0,7,20
30843,jacket,jacket,en,ase,0,0,8,6
32947,letter,letter,en,ase,0,0,0,17
32955,letter,letter,en,ase,0,0,1,1
32948,letter,letter,en,ase,0,0,2,0
32953,letter,letter,en,ase,0,0,3,1
32954,letter,letter,en,ase,0,0,4,1
68089,letter,letter,en,ase,0,0,5,27
66038,letter,letter,en,ase,0,0,6,3
32945,letter,letter,en,ase,0,0,7,43
32946,letter,letter,en,ase,0,0,8,43
32956,letter,letter,en,ase,0,0,9,6
32950,letter,letter,en,ase,0,0,10,7
32949,letter,letter,en,ase,0,0,11,24
70325,letter,letter,en,ase,0,0,12,8
35458,medicine,medicine,en,ase,0,0,0,1
66111,medicine,medicine,en,ase,0,0,1,45
35460,medicine,medicine,en,ase,0,0,2,6
35453,medicine,medicine,en,ase,0,0,3,20
35461,medicine,medicine,en,ase,0,0,4,6
35454,medicine,medicine,en,ase,0,0,5,31
35452,medicine,medicine,en,ase,0,0,6,15
35456,medicine,medicine,en,ase,0,0,7,38
35455,medicine,medicine,en,ase,0,0,8,24
37879,need,need,en,ase,0,0,0,18
37886,need,need,en,ase,0,0,1,1
37883,need,need,en,ase,0,0,2,58
37889,need,need,en,ase,0,0,3,6
37887,need,need,en,ase,0,0,4,6
37888,need,need,en,ase,0,0,5,6
37882,need,need,en,ase,0,0,6,4
37891,need,need,en,ase,0,0,7,6
37890,need,need,en,ase,0,0,8,-1
37884,need,need,en,ase,0,0,9,24
37881,need,need,en,ase,0,0,10,25
70237,need,need,en,ase,0,0,11,8
40835,paint,paint,en,ase,0,0,0,0
40836,paint,paint,en,ase,0,0,1,0
40834,paint,paint,en,ase,0,0,2,0
40840,paint,paint,en,ase,0,0,3,1
40841,paint,paint,en,ase,0,0,4,1
40843,paint,paint,en,ase,0,0,5,6
40845,paint,paint,en,ase,0,0,6,6
40816,paint,paint,en,ase,0,0,7,18
40842,paint,paint,en,ase,0,0,8,6
40837,paint,paint,en,ase,0,0,9,24
68125,paint,paint,en,ase,0,0,10,2
41027,paper,paper,en,ase,0,0,0,0
41028,paper,paper,en,ase,0,0,1,0
41032,paper,paper,en,ase,0,0,2,1
41008,paper,paper,en,ase,0,0,3,18
41030,paper,paper,en,ase,0,0,4,7
68127,paper,paper,en,ase,0,0,5,2
41025,paper,paper,en,ase,0,0,6,19
41026,paper,paper,en,ase,0,0,7,4
41029,paper,paper,en,ase,0,0,8,24
41035,paper,paper,en,ase,0,0,9,6
70211,paper,paper,en,ase,0,0,10,8
41033,paper,paper,en,ase,0,0,11,6
41034,paper,paper,en,ase,0,0,12,6
45263,pull,pull,en,ase,0,0,0,0
45264,pull,pull,en,ase,0,0,1,21
45262,pull,pull,en,ase,0,0,2,21
45252,pull,pull,en,ase,0,0,3,18
45267,pull,pull,en,ase,0,0,4,11
66351,pull,pull,en,ase,0,0,5,29
45271,pull,pull,en,ase,0,0,6,6
45269,pull,pull,en,ase,0,0,7,6
45268,pull,pull,en,ase,0,0,8,6
45265,pull,pull,en,ase,0,0,9,24
70378,pull,pull,en,ase,0,0,10,8
69439,pull,pull,en,ase,0,0,11,12
45261,pull,pull,en,ase,0,0,12,-1
