video,gloss
59503,travel
59504,travel
66672,travel
59495,travel
59506,travel
59496,travel
59497,travel
59499,travel
63415,window
68184,window
70265,window
63424,window
63425,window
66791,window
63417,window
63427,window
63418,window
63419,window
63422,window
64351,you
69547,you
64385,you
64386,you
64387,you
64388,you
64379,you
64389,you
64391,you
64380,you
64381,you
64382,you
64383,you
00412,about
00416,about
00421,about
00422,about
00423,about
65002,about
65003,about
00414,about
00424,about
00426,about
00415,about
03117,approve
03122,approve
03124,approve
03125,approve
03126,approve
03127,approve
03128,approve
03131,approve
03118,approve
03119,approve
03120,approve
03121,approve
03434,arrive
70124,arrive
03441,arrive
03442,arrive
03443,arrive
65096,arrive
03445,arrive
03435,arrive
03436,arrive
03437,arrive
03438,arrive
03439,arrive
04790,balance
04801,balance
04802,balance
04803,balance
04804,balance
65129,balance
04795,balance
04806,balance
04796,balance
04797,balance
04798,balance
04799,balance
04895,banana
04900,banana
04903,banana
04904,banana
65135,banana
65134,banana
04906,banana
04896,banana
04897,banana
04898,banana
04899,banana
70254,beard
05470,beard
05471,beard
05472,beard
05473,beard
65156,beard
05476,beard
05477,beard
05479,beard
05467,beard
05468,beard
05595,because
05598,because
05599,because
05600,because
05601,because
65158,because
65159,because
05605,because
05606,because
05607,because
05609,because
05596,because
07436,boy
69245,boy
07459,boy
07460,boy
65245,boy
07452,boy
07462,boy
07453,boy
07454,boy
07455,boy
07458,boy
08363,business
08372,business
08373,business
08374,business
08375,business
08376,business
65275,business
08377,business
08379,business
08368,business
08369,business
08370,business
09178,careful
70200,careful
09185,careful
09186,careful
09187,careful
65307,careful
65306,careful
09188,careful
09179,careful
09180,careful
09181,careful
09182,careful
09719,center
09723,center
09725,center
09726,center
09727,center
09728,center
65324,center
09729,center
09730,center
09732,center
09721,center
09722,center
10099,chat
68020,chat
10104,chat
10105,chat
10106,chat
10107,chat
10109,chat
10111,chat
65338,chat
10102,chat
10112,chat
10464,children
10466,children
10467,children
10469,children
65352,children
10461,children
10474,children
10462,children
10696,christmas
10708,christmas
10709,christmas
10711,christmas
10712,christmas
65357,christmas
10703,christmas
10715,christmas
10704,christmas
10705,christmas
11197,clock
11198,clock
11199,clock
11200,clock
11203,clock
11204,clock
11205,clock
11214,clock
11252,close
11254,close
11260,close
11261,close
11262,close
11267,close
11268,close
11253,close
13133,convince
13135,convince
13136,convince
13137,convince
13138,convince
65400,convince
65401,convince
13143,convince
13144,convince
13146,convince
13148,convince
13134,convince
13542,country
13546,country
13549,country
13550,country
65414,country
13552,country
13554,country
13555,country
13543,country
13544,country
13545,country
69284,crash
13799,crash
70149,crash
13804,crash
13805,crash
13806,crash
13809,crash
13810,crash
13812,crash
13813,crash
13800,crash
13803,crash
14780,day
69291,day
14799,day
14800,day
65444,day
14792,day
14803,day
14793,day
14794,day
14795,day
14796,day
16581,discuss
16587,discuss
16591,discuss
16592,discuss
16593,discuss
65491,discuss
16594,discuss
16595,discuss
16596,discuss
16598,discuss
16585,discuss
16586,discuss
65535,dress
68040,dress
70250,dress
17660,dress
17661,dress
17654,dress
17665,dress
17655,dress
17656,dress
17657,dress
17659,dress
17751,drive
70262,drive
17761,drive
17762,drive
17766,drive
65542,drive
17758,drive
17768,drive
17770,drive
17773,drive
65544,drop
17827,drop
17828,drop
17829,drop
17820,drop
17830,drop
17832,drop
17821,drop
17822,drop
17823,drop
17824,drop
65692,fat
21248,fat
21252,fat
21233,fat
21234,fat
21236,fat
21231,fat
21237,fat
21241,fat
21242,fat
21243,fat
21246,fat
21425,feel
69319,feel
21438,feel
21439,feel
21440,feel
65696,feel
21432,feel
21442,feel
21433,feel
21434,feel
21436,feel
22798,football
69331,football
70129,football
22818,football
22803,football
22804,football
22805,football
22806,football
22810,football
65755,football
22802,football
22814,football
23945,future
23951,future
23952,future
23953,future
23954,future
65798,future
65797,future
23956,future
23946,future
23947,future
23948,future
24023,game
68056,game
24033,game
65800,game
24025,game
24026,game
24027,game
24029,game
24030,game
24031,game
24590,girl
69342,girl
24612,girl
24614,girl
65817,girl
24605,girl
24606,girl
24607,girl
24608,girl
24609,girl
24611,girl
25240,government
25244,government
25245,government
25246,government
25247,government
65840,government
25250,government
25251,government
25252,government
25253,government
25241,government
25242,government
25243,government
26938,hear
26946,hear
26950,hear
26951,hear
26942,hear
26952,hear
26953,hear
26956,hear
26943,hear
26944,hear
26945,hear
27254,here
69365,here
68072,here
27268,here
27269,here
27271,here
65892,here
27263,here
27273,here
27264,here
27265,here
27917,hope
27922,hope
27923,hope
27925,hope
27926,hope
27929,hope
65905,hope
27920,hope
27931,hope
27932,hope
27934,hope
27921,hope
28157,house
69369,house
70373,house
28166,house
28159,house
28169,house
28160,house
28161,house
28162,house
28164,house
28165,house
28461,husband
28469,husband
28470,husband
28471,husband
65913,husband
28463,husband
28473,husband
28464,husband
28465,husband
28466,husband
65950,interest
30153,interest
30154,interest
30155,interest
30156,interest
30160,interest
30152,interest
30162,interest
30163,interest
30164,interest
30166,interest
30168,interest
31147,join
31151,join
31152,join
31155,join
31157,join
31158,join
65981,join
31149,join
31159,join
31161,join
31165,join
66069,light
68090,light
33224,light
33206,light
33229,light
33231,light
33205,light
33214,light
33217,light
33218,light
33220,light
33221,light
33537,live
70019,live
33543,live
33545,live
66078,live
66079,live
33538,live
33539,live
33542,live
34558,make
70082,make
34581,make
34583,make
34584,make
34575,make
34586,make
34577,make
34578,make
34579,make
34580,make
70217,mean
35305,mean
35289,mean
35291,mean
35292,mean
35293,mean
35295,mean
35298,mean
35299,mean
36826,more
69401,more
70222,more
36830,more
36834,more
36836,more
36837,more
36838,more
36840,more
36827,more
36828,more
36829,more
36912,most
68102,most
70052,most
36920,most
66145,most
36922,most
36913,most
36914,most
36915,most
36916,most
36918,most
36919,most
37356,music
68105,music
37370,music
37371,music
66156,music
37363,music
37373,music
37364,music
37365,music
37367,music
37369,music
38103,new
69407,new
38130,new
38131,new
38122,new
38133,new
38123,new
38124,new
38125,new
38126,new
38127,new
38585,none
69412,none
68111,none
38594,none
66186,none
38586,none
38587,none
38588,none
38590,none
38592,none
39454,office
39460,office
39462,office
39463,office
39465,office
66224,office
39456,office
39468,office
39457,office
39458,office
39459,office
66248,order
70172,order
40183,order
40184,order
40171,order
40172,order
40177,order
40178,order
66249,order
40169,order
40179,order
66261,pants
68126,pants
40991,pants
40992,pants
40993,pants
40985,pants
40996,pants
40986,pants
40987,pants
40988,pants
41306,party
41315,party
41316,party
41317,party
66265,party
66266,party
41311,party
41321,party
41322,party
41323,party
41325,party
41312,party
70151,past
41452,past
41453,past
41454,past
41455,past
41446,past
41456,past
41457,past
41447,past
41448,past
41449,past
41450,past
41819,pencil
70210,pencil
70267,pencil
41828,pencil
41829,pencil
41822,pencil
41833,pencil
41823,pencil
41824,pencil
41826,pencil
43037,plan
70177,plan
43062,plan
43063,plan
43064,plan
43065,plan
66298,plan
43056,plan
43067,plan
43057,plan
43058,plan
43061,plan
43213,please
69434,please
70220,please
43226,please
43217,please
43218,please
43219,please
43220,please
43222,please
43224,please
44080,practice
44087,practice
44088,practice
44089,practice
66320,practice
44091,practice
44081,practice
44082,practice
44083,practice
44085,practice
44086,practice
44364,president
44373,president
44374,president
44375,president
44376,president
66326,president
44367,president
44378,president
44368,president
44369,president
44370,president
44371,president
47655,restaurant
70170,restaurant
47661,restaurant
47663,restaurant
47664,restaurant
66398,restaurant
47666,restaurant
47656,restaurant
47657,restaurant
47658,restaurant
47659,restaurant
48038,ride
48050,ride
48051,ride
66405,ride
48042,ride
48052,ride
48054,ride
48055,ride
48043,ride
48044,ride
48898,russia
48901,russia
48902,russia
48903,russia
48904,russia
48907,russia
48908,russia
48909,russia
48910,russia
48911,russia
48913,russia
48899,russia
49127,salt
69451,salt
49134,salt
49136,salt
49137,salt
49138,salt
66422,salt
49129,salt
49140,salt
49130,salt
49131,salt
49132,salt
49244,sandwich
49250,sandwich
49251,sandwich
49252,sandwich
49253,sandwich
66423,sandwich
66424,sandwich
49255,sandwich
49245,sandwich
49246,sandwich
49247,sandwich
49248,sandwich
66478,sign
51621,sign
70209,sign
68154,sign
51616,sign
51617,sign
51628,sign
51614,sign
51633,sign
51637,sign
51615,sign
51622,sign
51772,since
69472,since
70351,since
51779,since
51781,since
66482,since
66483,since
51773,since
51774,since
51775,since
51778,since
52550,small
52552,small
52554,small
52555,small
52556,small
52557,small
52560,small
52562,small
52564,small
52566,small
52551,small
53190,some
69484,some
68159,some
53216,some
53207,some
53208,some
53209,some
53210,some
53212,some
53213,some
53453,south
70188,south
53488,south
53489,south
53490,south
53491,south
53482,south
53493,south
53483,south
53484,south
53485,south
53486,south
55332,student
69494,student
55343,student
55344,student
55345,student
55346,student
55337,student
55348,student
55338,student
55339,student
55340,student
55341,student
57035,teach
70204,teach
68167,teach
57065,teach
57066,teach
57058,teach
57068,teach
57059,teach
57060,teach
57061,teach
57063,teach
57064,teach
57781,theory
57785,theory
57788,theory
57789,theory
66603,theory
66604,theory
57791,theory
57792,theory
57794,theory
57782,theory
57783,theory
57784,theory
58782,tomato
58791,tomato
58792,tomato
58793,tomato
66654,tomato
58784,tomato
58795,tomato
58785,tomato
58786,tomato
58787,tomato
58788,tomato
59298,train
59310,train
59314,train
59316,train
66665,train
59307,train
59317,train
59319,train
59320,train
59308,train
59309,train
60345,ugly
70256,ugly
60352,ugly
60353,ugly
60354,ugly
60355,ugly
60357,ugly
60346,ugly
60347,ugly
60348,ugly
60349,ugly
60350,ugly
62267,war
62279,war
62280,war
62281,war
62282,war
66746,war
62273,war
62284,war
62274,war
62275,war
62276,war
63079,where
68181,where
63087,where
63088,where
63089,where
66774,where
63081,where
63091,where
63082,where
63083,where
63084,where
64423,your
64433,your
64434,your
64435,your
64436,your
64427,your
64437,your
64438,your
64439,your
64428,your
64429,your
64430,your
02227,always
70037,always
02234,always
02235,always
02236,always
65061,always
02238,always
02228,always
02229,always
02230,always
02231,always
02233,always
02581,animal
69211,animal
02590,animal
02592,animal
65073,animal
02583,animal
02584,animal
02585,animal
02586,animal
02587,animal
02589,animal
03266,argue
03268,argue
03270,argue
03272,argue
03273,argue
03274,argue
65092,argue
03277,argue
03278,argue
03280,argue
03282,argue
03267,argue
04484,baby
69217,baby
04512,baby
04514,baby
65119,baby
04505,baby
04506,baby
04507,baby
04508,baby
04509,baby
04511,baby
69218,back
65120,back
70164,back
04600,back
04601,back
04592,back
04602,back
04604,back
04593,back
04764,bake
70031,bake
04773,bake
04775,bake
65127,bake
65128,bake
04768,bake
04769,bake
04770,bake
04772,bake
05270,bath
05281,bath
05282,bath
05283,bath
65147,bath
05275,bath
05285,bath
05276,bath
05277,bath
05278,bath
05280,bath
05800,behind
05808,behind
05809,behind
05810,behind
65169,behind
05803,behind
05813,behind
05814,behind
05816,behind
05804,behind
07803,bring
69250,bring
07815,bring
65260,bring
07806,bring
07807,bring
07808,bring
07810,bring
07811,bring
07812,bring
07813,bring
69262,catch
09459,catch
09458,catch
65314,catch
09457,catch
09461,catch
09467,catch
09468,catch
09470,catch
09473,catch
09773,cereal
69264,cereal
09777,cereal
09781,cereal
09782,cereal
65325,cereal
09783,cereal
09786,cereal
09774,cereal
09775,cereal
09776,cereal
09914,champion
09920,champion
09921,champion
09922,champion
65330,champion
09924,champion
09926,champion
09915,champion
09916,champion
09917,champion
09918,champion
09919,champion
10260,cheese
70064,cheese
10273,cheese
10275,cheese
65345,cheese
10266,cheese
10267,cheese
10268,cheese
10269,cheese
10271,cheese
10272,cheese
13467,cough
13473,cough
13474,cough
13475,cough
13476,cough
65411,cough
13478,cough
13468,cough
13469,cough
13470,cough
13850,crazy
70363,crazy
13861,crazy
13862,crazy
13863,crazy
65421,crazy
65422,crazy
13854,crazy
13855,crazy
